PRE; -8.155422e-18; -1.393752e-17; 1.033088e+00; 8.543622e-04; 4.270891e-03; -2.066621e-01; 5.412236e-17; 4.300954e-17; 3.214797e-17; -8.160917e-17; -4.209469e-03; -8.527412e-05; -1.420929e-04; 2.526225e-03; 1.191438e-16; 5.776746e-17; 6.195698e-17; -1.012944e-16; 7.700350e-04; 1.074844e-03; 1.074613e-03; -7.702008e-04; 8.832202e-18; 3.053775e-17; 2.411350e-17; -5.478824e-18; 6.805949e-06; 1.244961e-05; 8.890667e-06; -9.530381e-06; -1.272072e-17; 1.619781e-17; 1.493785e-17; 1.858806e-17; 7.191738e-10; 9.566893e-09; 5.313796e-09; -1.294792e-09; -1.269411e-17; -1.873298e-18; 3.698845e-18; 2.278923e-17; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.000431e-01;
PRE; 1.697143e-17; 6.892422e-17; 1.033112e+00; 8.548962e-04; 4.272328e-03; -2.067266e-01; -2.463668e-17; 2.135273e-17; 5.870875e-17; 4.890046e-17; -4.210976e-03; -8.558261e-05; -1.425658e-04; 2.527859e-03; 3.944719e-17; 5.119073e-17; 5.689573e-17; -4.759511e-17; 7.608467e-04; 1.104633e-03; 1.104077e-03; -7.612300e-04; 8.324112e-18; -4.212075e-17; -4.353542e-17; -1.998046e-17; 6.726217e-06; 1.278769e-05; 9.129463e-06; -9.421449e-06; 1.169955e-17; 1.030459e-17; 1.050941e-17; -9.457617e-18; 4.546627e-10; 9.697834e-09; 5.384972e-09; -8.188052e-10; -2.603337e-17; 1.416625e-17; 1.623340e-17; 3.831042e-17; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.001008e-01;
PRE; 2.377566e-17; 2.539526e-17; 1.033144e+00; 8.555864e-04; 4.274186e-03; -2.068098e-01; 2.399564e-17; 1.589452e-17; -9.747695e-18; -1.083317e-17; -4.212900e-03; -8.598631e-05; -1.431850e-04; 2.529956e-03; 6.732891e-18; 1.014013e-16; 1.142398e-16; -1.616105e-17; 7.469281e-04; 1.143797e-03; 1.142795e-03; -7.475828e-04; -2.753556e-17; -2.685167e-17; -1.529541e-17; 3.527477e-17; 6.606425e-06; 1.323177e-05; 9.442988e-06; -9.257101e-06; -2.137308e-17; -1.256915e-17; -1.237932e-17; 2.792752e-17; 9.082049e-11; 9.834277e-09; 5.458703e-09; -1.636201e-10; 3.083715e-18; 7.084540e-18; 6.216174e-18; -6.966214e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.001753e-01;
PRE; 2.580532e-17; 3.676892e-17; 1.033184e+00; 8.564764e-04; 4.276580e-03; -2.069172e-01; 7.697535e-17; 1.245991e-17; -2.936884e-18; -1.331378e-17; -4.215340e-03; -8.651376e-05; -1.439942e-04; 2.532635e-03; 4.602317e-18; -5.846443e-17; -5.016368e-17; -6.104834e-19; 7.253160e-04; 1.195197e-03; 1.193578e-03; -7.263000e-04; -3.425911e-18; 3.748336e-17; 2.470694e-17; 1.903859e-18; 6.421966e-06; 1.381391e-05; 9.853708e-06; -9.002950e-06; -2.741031e-17; -1.180137e-17; -1.263113e-17; 4.621550e-17; -4.142637e-10; 9.944703e-09; 5.517350e-09; 7.466864e-10; -2.531620e-18; -7.161630e-18; 5.222455e-18; -3.568037e-19; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.002713e-01;
PRE; 4.702173e-17; -2.479494e-17; 1.033233e+00; 8.575552e-04; 4.279481e-03; -2.070471e-01; 9.957820e-17; -6.040939e-17; -6.062150e-17; -5.749170e-17; -4.218226e-03; -8.715964e-05; -1.449851e-04; 2.535841e-03; 8.274345e-17; 2.597074e-17; 1.925462e-17; -6.691331e-17; 6.931125e-04; 1.258341e-03; 1.255907e-03; -6.944559e-04; -1.300697e-16; 7.257479e-17; 6.612844e-17; 1.482009e-16; 6.149314e-06; 1.452786e-05; 1.035697e-05; -8.625726e-06; -3.008045e-17; 1.154091e-17; 4.521562e-18; 5.184717e-17; -1.077179e-09; 9.957205e-09; 5.521079e-09; 1.942680e-09; -2.270101e-18; 1.048536e-17; 7.336180e-18; -4.765540e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.003877e-01;
PRE; -2.717001e-17; 9.424704e-18; 1.033292e+00; 8.588589e-04; 4.282985e-03; -2.072041e-01; 2.619723e-17; 1.097359e-17; 1.872416e-17; 4.643099e-19; -4.221601e-03; -8.794164e-05; -1.461834e-04; 2.539649e-03; 2.012922e-16; 8.778297e-17; 1.035673e-16; -1.654860e-16; 6.446198e-04; 1.334764e-03; 1.331249e-03; -6.463219e-04; 4.181572e-17; -6.986607e-17; -5.989731e-17; -4.976115e-17; 5.741783e-06; 1.538997e-05; 1.096388e-05; -8.059722e-06; 2.249223e-17; -1.488055e-17; -5.780411e-18; -3.722870e-17; -1.941016e-09; 9.752626e-09; 5.403856e-09; 3.503055e-09; -2.818001e-18; 4.113197e-18; 1.177092e-18; 4.919420e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.005281e-01;
PRE; -2.524380e-17; 3.949736e-17; 1.033363e+00; 8.604291e-04; 4.287202e-03; -2.073930e-01; -1.214303e-17; -1.062168e-17; 1.572685e-17; 7.977273e-18; -4.225491e-03; -8.886750e-05; -1.475980e-04; 2.544131e-03; 3.927312e-17; 2.662528e-17; 1.731350e-17; -2.920966e-17; 5.712217e-04; 1.424500e-03; 1.419552e-03; -5.732127e-04; 8.906870e-17; -5.713250e-17; -4.298833e-17; -1.062212e-16; 5.129126e-06; 1.639883e-05; 1.167276e-05; -7.205805e-06; 1.493829e-17; -2.564911e-17; -1.582425e-17; -3.085889e-17; -3.038655e-09; 9.114507e-09; 5.046027e-09; 5.488644e-09; -7.223745e-18; 1.381809e-17; 1.115610e-17; 5.555569e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.006971e-01;
PRE; -2.381100e-17; -1.139732e-17; 1.033449e+00; 8.623136e-04; 4.292259e-03; -2.076196e-01; -9.749852e-18; 2.360821e-17; 7.351568e-17; 1.355944e-17; -4.229895e-03; -8.991726e-05; -1.491909e-04; 2.549354e-03; 4.193501e-17; 3.073623e-17; 5.308963e-17; -3.615123e-17; 4.606375e-04; 1.523632e-03; 1.516808e-03; -4.627097e-04; 7.354069e-17; -7.059103e-17; -5.576188e-17; -8.504942e-17; 4.211810e-06; 1.750717e-05; 1.244912e-05; -5.923060e-06; 1.941917e-17; -3.072643e-17; -1.803677e-17; -3.246542e-17; -4.348557e-09; 7.681782e-09; 4.248544e-09; 7.862614e-09; 6.372493e-18; -1.062096e-17; 8.633916e-19; -1.190012e-17; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.008997e-01;
PRE; -2.483821e-17; -1.854401e-17; 1.033551e+00; 8.645700e-04; 4.298306e-03; -2.078906e-01; -1.398521e-18; -3.081272e-17; -2.132091e-17; 1.121494e-17; -4.234810e-03; -9.101051e-05; -1.508230e-04; 2.555395e-03; -2.654443e-17; 7.101509e-18; -1.463798e-17; 2.349493e-17; 2.975667e-04; 1.619736e-03; 1.610540e-03; -2.992659e-04; 7.140229e-17; 1.174103e-17; -2.104925e-18; -1.005500e-16; 2.866934e-06; 1.857003e-05; 1.318899e-05; -4.036626e-06; 4.238681e-17; -8.100607e-18; 4.930640e-18; -4.744464e-17; -5.695126e-09; 4.948496e-09; 2.733555e-09; 1.030976e-08; -8.998895e-19; -1.485127e-17; -2.916523e-18; -1.502518e-17; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.011420e-01;
PRE; 3.962901e-18; 1.287393e-17; 1.033674e+00; 8.672749e-04; 4.305543e-03; -2.082152e-01; 2.653955e-17; -7.328797e-18; -2.900838e-17; -2.215024e-17; -4.240320e-03; -9.196048e-05; -1.521777e-04; 2.562411e-03; -1.562937e-17; 5.892305e-18; -2.633192e-17; 1.709919e-17; 6.872838e-05; 1.685390e-03; 1.673407e-03; -6.922054e-05; 2.965776e-18; 5.734601e-17; 5.357883e-17; -1.260427e-17; 9.902370e-07; 1.927166e-05; 1.366760e-05; -1.396259e-06; 1.645330e-17; -1.846370e-17; -1.020335e-17; -1.520817e-17; -6.592838e-09; 4.764153e-10; 2.627933e-10; 1.195209e-08; -2.198735e-18; -3.916837e-18; 1.009116e-18; 1.081841e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.014322e-01;
PRE; 4.676623e-18; 4.674349e-17; 1.033823e+00; 8.705480e-04; 4.314281e-03; -2.086077e-01; -5.155777e-18; 1.732016e-17; 1.123996e-17; 3.455527e-17; -4.246842e-03; -9.244873e-05; -1.527198e-04; 2.570820e-03; -6.820037e-18; 2.083773e-17; 1.249044e-17; 3.906042e-18; -2.232134e-04; 1.674164e-03; 1.659372e-03; 2.252033e-04; 1.945232e-17; 9.738328e-17; 8.146328e-17; -3.654177e-17; -1.389851e-06; 1.908273e-05; 1.351009e-05; 1.963137e-06; 9.238929e-18; 2.667787e-17; 2.297398e-17; -7.384466e-18; -6.190264e-09; -5.422011e-09; -2.985613e-09; 1.124180e-08; -6.189691e-18; 1.070839e-17; 5.826707e-18; 5.225815e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.017829e-01;
PRE; -7.355209e-18; -1.762122e-17; 1.034007e+00; 8.745976e-04; 4.325064e-03; -2.090928e-01; -4.708010e-17; 3.565644e-17; 4.348147e-17; 4.247392e-17; -4.255546e-03; -9.211965e-05; -1.518502e-04; 2.581620e-03; -7.652735e-17; -1.082177e-17; -1.400099e-17; 5.599967e-17; -5.371497e-04; 1.532435e-03; 1.515641e-03; 5.431016e-04; 3.005487e-18; -5.734416e-17; -5.405229e-17; -1.308536e-17; -3.930604e-06; 1.739982e-05; 1.229224e-05; 5.563820e-06; 2.382258e-17; -1.242490e-17; -9.658166e-19; -2.275242e-17; -3.769963e-09; -1.074343e-08; -5.903160e-09; 6.861126e-09; -2.389962e-18; 5.205469e-18; 1.015553e-17; -6.650565e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.022161e-01;
PRE; -4.732658e-17; -1.437114e-17; 1.034242e+00; 8.797777e-04; 4.338820e-03; -2.097121e-01; -6.810962e-17; -8.233547e-18; -6.175441e-18; 3.642659e-17; -4.268654e-03; -9.090941e-05; -1.494467e-04; 2.596651e-03; -4.952225e-17; -6.688829e-18; -6.347567e-20; 4.552161e-17; -7.844228e-04; 1.242777e-03; 1.225806e-03; 7.952827e-04; -6.150847e-17; -9.188350e-17; -8.113590e-17; 5.156433e-17; -5.907176e-06; 1.404253e-05; 9.893407e-06; 8.384541e-06; 1.719439e-17; -2.419129e-17; -6.134228e-18; -2.573596e-17; 3.958768e-11; -1.238765e-08; -6.788053e-09; -7.224435e-11; -1.654036e-18; 8.540012e-18; 9.503957e-18; -3.599558e-18; 1.000000e-02; 1.000000e-02; 1.000000e+00; 2.027689e-01;
