PRE; 2.246044e-17; 9.163292e-18; -1.605096e-17; 1.567080e-17; 2.892239e-01; 2.091210e-01; 4.130510e-03; 3.562561e-03; 5.258076e-03; 4.535086e-03; -2.272014e-01; -1.642761e-01; -3.405031e-17; 8.139391e-17; 2.487572e-16; -3.515956e-16; 1.523120e-16; -2.004356e-16; 1.060706e-16; -1.288793e-16; 9.418277e-04; -2.652223e-04; 7.674057e-05; 1.414680e-06; 3.256319e-05; 6.002888e-07; -2.219573e-03; 6.250404e-04; -8.176712e-18; 1.490290e-19; 2.039961e-17; -6.541614e-18; 9.671185e-18; -4.089274e-18; 7.168757e-18; 5.548166e-18; 2.227618e-06; -1.663401e-07; 5.648518e-07; -1.265049e-08; 1.438096e-07; -3.220776e-09; -8.749587e-06; 6.533468e-07; -2.267131e-18; -1.022747e-18; -2.435164e-19; -1.925846e-18; -1.917994e-18; -1.901111e-18; 2.628274e-18; 2.962168e-18; 5.905453e-09; -2.101830e-10; 2.894787e-09; -3.477617e-11; 5.264314e-10; -6.324217e-12; -3.247342e-08; 1.155772e-09; -5.206766e-19; 3.636603e-19; 3.038068e-18; 8.514371e-19; 1.843831e-18; 1.173474e-18; -4.724702e-19; -4.131703e-19; 1.552996e-11; -3.263090e-13; 1.260254e-11; -9.406521e-14; 1.782540e-12; -1.330272e-14; -1.097968e-10; 2.307000e-12; -1.173287e-18; -1.840501e-18; 3.478808e-18; 1.485622e-18; 2.592900e-18; 1.126799e-18; 1.029285e-18; 1.374580e-18; 2.000000e-01; 1.000000e-02; 7.855553e-01;
PRE; 1.693266e-17; 2.342971e-17; -2.768821e-18; 2.223446e-17; 2.892613e-01; 2.091576e-01; 4.132083e-03; 3.564085e-03; 5.259806e-03; 4.536790e-03; -2.272425e-01; -1.643134e-01; -7.201281e-17; 6.551941e-17; -1.088948e-16; 1.238910e-16; -7.190071e-17; 7.905611e-17; 1.408098e-16; -1.087747e-16; 9.420148e-04; -2.652321e-04; 7.679241e-05; 1.405483e-06; 3.258350e-05; 5.963554e-07; -2.220129e-03; 6.250960e-04; -3.615963e-18; -1.697446e-18; 6.048606e-18; -4.472627e-18; -9.316769e-19; -3.802620e-18; 8.238363e-18; 7.453343e-19; 2.228368e-06; -1.663764e-07; 5.652684e-07; -1.266751e-08; 1.439082e-07; -3.224942e-09; -8.752986e-06; 6.535233e-07; -4.018173e-18; -9.777952e-19; 1.363241e-18; -2.975893e-18; -2.251400e-18; -2.481285e-18; 4.361441e-18; -2.191454e-18; 5.908068e-09; -2.102531e-10; 2.897270e-09; -3.482369e-11; 5.268557e-10; -6.332531e-12; -3.248949e-08; 1.156218e-09; 2.050913e-19; -7.237116e-20; 2.603803e-18; -4.242461e-19; 1.864286e-18; 7.923953e-19; 1.762346e-18; -2.595304e-19; 1.553856e-11; -3.264560e-13; 1.261477e-11; -9.420111e-14; 1.784177e-12; -1.332213e-14; -1.098633e-10; 2.308157e-12; -6.439763e-19; -9.249924e-19; 2.724895e-18; 1.375083e-18; 1.337443e-18; 1.296861e-18; 1.525894e-18; 1.020160e-18; 2.000000e-01; 1.000000e-02; 7.855961e-01;
PRE; 2.329678e-17; 8.308675e-18; 2.151292e-17; -4.465019e-17; 2.893098e-01; 2.092053e-01; 4.134129e-03; 3.566066e-03; 5.262056e-03; 4.539006e-03; -2.272960e-01; -1.643620e-01; 5.072310e-17; -3.218468e-17; 8.233319e-17; 8.535330e-17; 7.891396e-17; 8.394445e-17; -7.936461e-17; 6.864442e-17; 9.422581e-04; -2.652450e-04; 7.685983e-05; 1.393527e-06; 3.260991e-05; 5.912424e-07; -2.220853e-03; 6.251683e-04; 5.740180e-18; -5.902119e-19; -7.095569e-18; -1.042988e-18; -4.520223e-18; -4.912025e-18; -5.560534e-18; 6.039906e-18; 2.229343e-06; -1.664237e-07; 5.658104e-07; -1.268964e-08; 1.440364e-07; -3.230359e-09; -8.757406e-06; 6.537530e-07; -2.754486e-18; -4.505295e-20; 9.113399e-19; 8.412731e-19; -3.392000e-19; -1.674402e-19; 3.690062e-18; -2.027506e-18; 5.911471e-09; -2.103444e-10; 2.900501e-09; -3.488553e-11; 5.274077e-10; -6.343348e-12; -3.251039e-08; 1.156798e-09; -1.229912e-19; -1.089026e-18; 2.250507e-18; 2.075210e-18; 1.951237e-18; 7.270351e-19; 2.088849e-18; -1.186382e-18; 1.554974e-11; -3.266459e-13; 1.263068e-11; -9.438049e-14; 1.786307e-12; -1.334489e-14; -1.099498e-10; 2.309659e-12; -1.551678e-18; -8.293954e-19; 3.472978e-19; 1.291610e-18; 1.272623e-18; 8.550167e-19; 2.055462e-18; 1.158177e-19; 2.000000e-01; 1.000000e-02; 7.856490e-01;
PRE; 1.450031e-17; 2.182617e-17; -1.444271e-17; 5.369504e-18; 2.893730e-01; 2.092674e-01; 4.136791e-03; 3.568642e-03; 5.264982e-03; 4.541887e-03; -2.273655e-01; -1.644251e-01; 4.791836e-18; 4.149867e-17; -5.461943e-17; 9.159406e-17; -2.164670e-17; 7.040093e-17; 3.693820e-17; -4.496768e-17; 9.425746e-04; -2.652617e-04; 7.694753e-05; 1.377983e-06; 3.264426e-05; 5.845964e-07; -2.221793e-03; 6.252626e-04; -6.758807e-18; 3.103373e-18; 1.253159e-17; -4.845220e-19; 1.165482e-18; -1.749338e-18; 1.885071e-17; -4.198429e-18; 2.230612e-06; -1.664852e-07; 5.665157e-07; -1.271844e-08; 1.442033e-07; -3.237407e-09; -8.763157e-06; 6.540519e-07; -1.954137e-18; -2.901656e-19; 6.111487e-19; 3.935239e-18; -3.987349e-19; 1.355812e-18; 3.743606e-18; -1.217921e-18; 5.915900e-09; -2.104633e-10; 2.904707e-09; -3.496600e-11; 5.281261e-10; -6.357424e-12; -3.253760e-08; 1.157553e-09; -2.495669e-21; 5.600777e-20; 2.447958e-18; 8.143231e-19; 1.194505e-18; -4.329104e-20; 1.066947e-18; -7.909324e-19; 1.556431e-11; -3.268940e-13; 1.265138e-11; -9.460491e-14; 1.789078e-12; -1.337684e-14; -1.100624e-10; 2.311619e-12; -1.096264e-18; -3.969774e-19; 2.155863e-18; 8.186346e-20; 2.470239e-18; 8.123843e-19; 2.417661e-18; -3.421978e-19; 2.000000e-01; 1.000000e-02; 7.857179e-01;
PRE; 1.509310e-17; 1.284703e-17; 1.470506e-17; 6.500186e-19; 2.894551e-01; 2.093480e-01; 4.140252e-03; 3.571993e-03; 5.268787e-03; 4.545635e-03; -2.274559e-01; -1.645072e-01; 9.366648e-18; -3.650150e-17; 2.248327e-16; -2.302959e-16; 1.208934e-16; -1.337567e-16; -6.800207e-18; 5.771315e-17; 9.429864e-04; -2.652836e-04; 7.706163e-05; 1.357776e-06; 3.268894e-05; 5.759579e-07; -2.223017e-03; 6.253853e-04; 7.671209e-19; -3.954074e-18; 4.494336e-18; -5.137061e-18; -5.614872e-18; -4.491344e-18; 2.911984e-18; 1.151227e-17; 2.232263e-06; -1.665653e-07; 5.674337e-07; -1.275592e-08; 1.444206e-07; -3.246577e-09; -8.770642e-06; 6.544410e-07; 8.455060e-19; -5.088555e-19; 5.321095e-18; -4.543146e-18; 9.802171e-19; -2.549808e-18; -7.604597e-20; 3.034956e-18; 5.921665e-09; -2.106180e-10; 2.910182e-09; -3.507075e-11; 5.290613e-10; -6.375744e-12; -3.257301e-08; 1.158536e-09; 1.272713e-19; -5.757165e-19; 2.082553e-18; 2.226422e-18; 1.489479e-18; 1.480259e-18; -5.333865e-19; 1.807469e-18; 1.558327e-11; -3.272174e-13; 1.267835e-11; -9.489775e-14; 1.792687e-12; -1.341614e-14; -1.102091e-10; 2.314167e-12; -1.497025e-18; -6.953029e-19; 6.652457e-19; 2.457170e-18; 1.650036e-18; 1.147917e-18; 1.039905e-18; 1.179039e-18; 2.000000e-01; 1.000000e-02; 7.858073e-01;
PRE; 1.151514e-17; 1.765430e-17; -7.290373e-18; 3.158057e-17; 2.895618e-01; 2.094528e-01; 4.144754e-03; 3.576353e-03; 5.273737e-03; 4.550511e-03; -2.275734e-01; -1.646139e-01; 5.797023e-17; -7.084685e-17; 4.674151e-17; 1.313390e-18; 4.103241e-17; 3.349495e-17; -1.061900e-16; 1.233120e-16; 9.435225e-04; -2.653122e-04; 7.721010e-05; 1.331504e-06; 3.274708e-05; 5.647301e-07; -2.224609e-03; 6.255454e-04; -8.993051e-18; 8.895332e-18; 4.161845e-18; 2.190617e-18; -4.248665e-18; 4.297699e-19; 2.708052e-17; -1.712665e-17; 2.234412e-06; -1.666695e-07; 5.686289e-07; -1.280471e-08; 1.447034e-07; -3.258512e-09; -8.780384e-06; 6.549476e-07; -1.197907e-18; 2.098651e-19; -5.483181e-18; 2.966060e-18; -1.576877e-18; 1.488347e-18; 3.568719e-18; -1.024121e-18; 5.929173e-09; -2.108196e-10; 2.917314e-09; -3.520718e-11; 5.302795e-10; -6.399598e-12; -3.261914e-08; 1.159817e-09; -2.722010e-19; -3.347765e-19; 2.805533e-18; 1.025877e-18; 3.011506e-18; 1.246987e-19; 3.522287e-19; 7.233773e-19; 1.560798e-11; -3.276395e-13; 1.271349e-11; -9.528423e-14; 1.797393e-12; -1.346906e-14; -1.104001e-10; 2.317488e-12; -1.580181e-18; -2.040646e-19; 1.575026e-18; 4.562948e-19; 2.353093e-18; 9.685995e-19; 2.108604e-18; 2.913979e-19; 2.000000e-01; 1.000000e-02; 7.859235e-01;
PRE; 2.486701e-18; 6.474653e-19; 3.832048e-17; -3.861874e-18; 2.897006e-01; 2.095892e-01; 4.150612e-03; 3.582026e-03; 5.280177e-03; 4.556854e-03; -2.277262e-01; -1.647527e-01; -3.276840e-17; 3.583939e-18; -6.922843e-17; 2.562959e-17; -5.384960e-17; 9.539645e-18; 6.692586e-17; -2.135435e-17; 9.442203e-04; -2.653498e-04; 7.740337e-05; 1.297347e-06; 3.282275e-05; 5.501377e-07; -2.226682e-03; 6.257542e-04; -6.718815e-18; -5.183150e-18; 1.870514e-18; 9.692628e-19; -2.339242e-18; -4.606259e-19; -1.816382e-19; 1.271089e-17; 2.237211e-06; -1.668054e-07; 5.701859e-07; -1.286823e-08; 1.450717e-07; -3.274050e-09; -8.793073e-06; 6.556074e-07; -8.334109e-19; -6.309575e-19; -2.017168e-18; -6.415572e-19; 1.280724e-18; -8.766462e-19; 1.464062e-18; 2.395503e-18; 5.938956e-09; -2.110823e-10; 2.926610e-09; -3.538496e-11; 5.318671e-10; -6.430680e-12; -3.267923e-08; 1.161485e-09; -6.006870e-19; 2.608729e-19; -3.103271e-18; 3.349739e-18; -1.093482e-18; 1.375893e-18; 2.840007e-18; -2.188375e-18; 1.564018e-11; -3.281873e-13; 1.275933e-11; -9.578892e-14; 1.803526e-12; -1.353716e-14; -1.106491e-10; 2.321814e-12; -7.962903e-19; 1.118565e-19; -1.398526e-18; 1.877930e-18; 1.697134e-18; 1.368572e-18; 7.754923e-19; 1.303534e-18; 2.000000e-01; 1.000000e-02; 7.860744e-01;
PRE; 3.414301e-17; 2.410311e-17; -2.114005e-17; -1.892154e-17; 2.898811e-01; 2.097665e-01; 4.158236e-03; 3.589410e-03; 5.288557e-03; 4.565109e-03; -2.279249e-01; -1.649332e-01; -1.468958e-17; -5.788122e-18; 1.127418e-16; -9.092186e-17; 5.290925e-17; -3.648257e-17; 1.000972e-17; 7.797486e-18; 9.451294e-04; -2.653994e-04; 7.765504e-05; 1.252938e-06; 3.292126e-05; 5.311737e-07; -2.229382e-03; 6.260270e-04; -1.120694e-17; 3.636043e-19; 9.881248e-18; -5.131040e-18; 2.686946e-18; -3.428550e-18; 1.642010e-17; -2.572324e-18; 2.240859e-06; -1.669826e-07; 5.722154e-07; -1.295101e-08; 1.455518e-07; -3.294289e-09; -8.809605e-06; 6.564676e-07; -2.731384e-18; -2.945357e-18; -4.459928e-19; 2.114431e-19; -7.723488e-19; 2.291526e-19; 5.273635e-18; -5.657002e-19; 5.951711e-09; -2.114249e-10; 2.938735e-09; -3.561678e-11; 5.339376e-10; -6.471195e-12; -3.275758e-08; 1.163660e-09; 2.858743e-20; 1.245352e-18; 2.310374e-18; 1.601739e-18; 1.242197e-18; 2.314162e-18; 2.832496e-18; -1.505079e-18; 1.568220e-11; -3.289030e-13; 1.281915e-11; -9.644706e-14; 1.811528e-12; -1.362763e-14; -1.109740e-10; 2.327463e-12; -5.921254e-19; -6.640752e-19; 3.174363e-18; 4.419831e-19; 2.031354e-18; 9.171388e-19; 1.762905e-18; 6.598834e-19; 2.000000e-01; 1.000000e-02; 7.862704e-01;
PRE; -1.144565e-17; -1.431974e-17; 2.392145e-19; 3.935297e-17; 2.901158e-01; 2.099971e-01; 4.168160e-03; 3.599025e-03; 5.299464e-03; 4.575856e-03; -2.281833e-01; -1.651679e-01; -6.541535e-17; 1.079043e-16; -1.950308e-16; 1.560204e-16; -1.264783e-16; 8.427937e-17; 1.273831e-16; -1.589646e-16; 9.463141e-04; -2.654647e-04; 7.798293e-05; 1.195197e-06; 3.304957e-05; 5.065305e-07; -2.232899e-03; 6.263839e-04; 3.756468e-19; -4.030139e-18; -6.822143e-18; 8.442340e-18; -5.249870e-18; 1.347734e-18; -1.070108e-17; 1.255088e-17; 2.245615e-06; -1.672139e-07; 5.748629e-07; -1.305893e-08; 1.461779e-07; -3.320665e-09; -8.831161e-06; 6.575896e-07; 9.499075e-19; -9.734829e-19; -1.664481e-18; -1.761463e-18; -8.708399e-19; 2.931525e-19; 2.295708e-18; 1.728202e-18; 5.968358e-09; -2.118722e-10; 2.954568e-09; -3.591937e-11; 5.366405e-10; -6.524062e-12; -3.285983e-08; 1.166500e-09; 4.967798e-19; 1.014122e-19; -1.636279e-19; 2.067866e-18; 1.037347e-18; 5.208638e-19; 2.211191e-18; -4.264524e-19; 1.573706e-11; -3.298386e-13; 1.289734e-11; -9.730524e-14; 1.821989e-12; -1.374438e-14; -1.113983e-10; 2.334837e-12; -1.346963e-18; -9.207938e-19; -4.433775e-19; 2.425500e-18; 1.101584e-18; 1.545708e-18; 1.679151e-18; 1.224738e-18; 2.000000e-01; 1.000000e-02; 7.865249e-01;
PRE; -1.161652e-18; 8.420844e-18; -1.910566e-17; 2.750941e-17; 2.904210e-01; 2.102971e-01; 4.181086e-03; 3.611550e-03; 5.313668e-03; 4.589854e-03; -2.285193e-01; -1.654733e-01; -1.078087e-16; 8.782702e-17; 2.855100e-17; -5.703394e-18; 2.976631e-17; -1.437649e-18; 1.833687e-16; -1.542581e-16; 9.478594e-04; -2.655515e-04; 7.841040e-05; 1.120113e-06; 3.321679e-05; 4.745106e-07; -2.237484e-03; 6.268515e-04; -6.648665e-18; 3.586217e-18; 6.717428e-18; -5.602730e-18; -5.863545e-19; -3.558910e-18; 1.397836e-17; -7.478865e-18; 2.251823e-06; -1.675161e-07; 5.783202e-07; -1.319976e-08; 1.469954e-07; -3.355067e-09; -8.859292e-06; 6.590546e-07; -2.715359e-19; -6.726749e-19; 1.289612e-18; -3.503949e-19; -4.376987e-19; 8.300839e-19; 1.217158e-18; 6.502183e-19; 5.990108e-09; -2.124570e-10; 2.975268e-09; -3.631478e-11; 5.401736e-10; -6.593113e-12; -3.299343e-08; 1.170210e-09; 7.495182e-19; -1.355539e-19; 2.119471e-18; 4.815183e-19; 1.433152e-18; -5.874810e-19; -2.322359e-18; 1.701248e-18; 1.580882e-11; -3.310636e-13; 1.299968e-11; -9.843096e-14; 1.835675e-12; -1.389759e-14; -1.119532e-10; 2.344485e-12; -1.726902e-18; -2.255789e-19; 3.338669e-18; 6.346044e-19; 2.294226e-18; 1.183773e-18; 1.764412e-18; 2.608544e-20; 2.000000e-01; 1.000000e-02; 7.868551e-01;
