BPS; 3.333333e-01; 9.109823e-14; 3.000000e+00; 5.000000e+00; 8.219043e-01;
PRI; 3.332369e-01; 1.662210e-18; 3.000000e+00; 5.000000e+00; 8.218777e-01;
PRI; 3.331116e-01; 1.145281e-18; 3.000000e+00; 5.000000e+00; 8.218431e-01;
PRI; 3.329487e-01; -8.191837e-19; 3.000000e+00; 5.000000e+00; 8.217980e-01;
PRI; 3.327370e-01; 4.912459e-19; 3.000000e+00; 5.000000e+00; 8.217392e-01;
PRI; 3.324619e-01; -2.639189e-19; 3.000000e+00; 5.000000e+00; 8.216627e-01;
PRI; 3.321043e-01; 1.262832e-19; 3.000000e+00; 5.000000e+00; 8.215628e-01;
PRI; 3.316396e-01; -6.541185e-20; 3.000000e+00; 5.000000e+00; 8.214323e-01;
PRI; 3.310357e-01; 2.423725e-20; 3.000000e+00; 5.000000e+00; 8.212618e-01;
PRI; 3.302511e-01; -1.908991e-20; 3.000000e+00; 5.000000e+00; 8.210385e-01;
PRI; 3.292320e-01; 2.151006e-20; 3.000000e+00; 5.000000e+00; 8.207454e-01;
PRI; 3.279084e-01; 1.895215e-21; 3.000000e+00; 5.000000e+00; 8.203598e-01;
PRI; 3.261901e-01; 1.906792e-21; 3.000000e+00; 5.000000e+00; 8.198508e-01;
PRI; 3.239601e-01; 2.864368e-26; 3.000000e+00; 5.000000e+00; 8.191761e-01;
PRI; 3.212351e-01; 3.560829e-26; 3.000000e+00; 5.000000e+00; 8.183302e-01;
PRI; 3.179067e-01; 1.439196e-25; 3.000000e+00; 5.000000e+00; 8.172652e-01;
PRI; 3.138443e-01; 6.029436e-26; 3.000000e+00; 5.000000e+00; 8.159182e-01;
PRI; 3.088900e-01; -1.917208e-25; 3.000000e+00; 5.000000e+00; 8.142063e-01;
PRI; 3.028544e-01; 2.427272e-25; 3.000000e+00; 5.000000e+00; 8.120193e-01;
PRI; 2.955113e-01; 9.422079e-25; 3.000000e+00; 5.000000e+00; 8.092106e-01;
PRI; 2.865916e-01; -3.611119e-35; 3.000000e+00; 5.000000e+00; 8.055848e-01;
PRI; 2.757782e-01; 1.203706e-35; 3.000000e+00; 5.000000e+00; 8.008821e-01;
PRI; 2.627000e-01; 2.613702e-22; 3.000000e+00; 5.000000e+00; 7.947587e-01;
PRI; 2.469257e-01; 2.774602e-23; 3.000000e+00; 5.000000e+00; 7.867634e-01;
PRI; 2.279577e-01; 7.222237e-35; 3.000000e+00; 5.000000e+00; 7.763103e-01;
PRI; 2.052221e-01; 9.830306e-23; 3.000000e+00; 5.000000e+00; 7.626506e-01;
PRI; 1.780537e-01; 5.991093e-23; 3.000000e+00; 5.000000e+00; 7.448442e-01;
PRI; 1.456680e-01; -4.817800e-22; 3.000000e+00; 5.000000e+00; 7.217348e-01;
PRI; 1.071098e-01; 5.549427e-22; 3.000000e+00; 5.000000e+00; 6.919339e-01;
PRI; 6.855612e-02; -5.204037e-22; 3.000000e+00; 5.000000e+00; 6.601121e-01;
PRI; 3.074537e-02; 2.592391e-22; 3.000000e+00; 5.000000e+00; 6.273977e-01;
SN; -5.934764e-08; 2.241246e-26; 3.000000e+00; 5.000000e+00; 5.999999e-01;
BPS; 1.172495e-09; 9.567766e-28; 3.000000e+00; 5.000000e+00; 6.000000e-01;
PRE; -6.539169e-03; -2.501459e-22; 3.000000e+00; 5.000000e+00; 5.941044e-01;
PRE; -4.352272e-02; -2.065830e-23; 3.000000e+00; 5.000000e+00; 5.604571e-01;
PRE; -8.037901e-02; -2.266351e-24; 3.000000e+00; 5.000000e+00; 5.266694e-01;
PRE; -1.172729e-01; 2.270017e-24; 3.000000e+00; 5.000000e+00; 4.929230e-01;
PRE; -1.543547e-01; -1.304779e-23; 3.000000e+00; 5.000000e+00; 4.593848e-01;
PRE; -1.917628e-01; 1.424340e-23; 3.000000e+00; 5.000000e+00; 4.262135e-01;
PRE; -2.296243e-01; 5.472317e-23; 3.000000e+00; 5.000000e+00; 3.935642e-01;
PRE; -2.680557e-01; -3.149351e-23; 3.000000e+00; 5.000000e+00; 3.615922e-01;
PRE; -3.071614e-01; 4.218863e-23; 3.000000e+00; 5.000000e+00; 3.304539e-01;
PRE; -3.470324e-01; 1.780009e-23; 3.000000e+00; 5.000000e+00; 3.003079e-01;
PRE; -3.877432e-01; -4.500034e-24; 3.000000e+00; 5.000000e+00; 2.713130e-01;
PRE; -4.293492e-01; -3.648747e-23; 3.000000e+00; 5.000000e+00; 2.436254e-01;
PRE; -4.718835e-01; -6.572077e-23; 3.000000e+00; 5.000000e+00; 2.173938e-01;
PRE; -5.153547e-01; -2.463086e-23; 3.000000e+00; 5.000000e+00; 1.927526e-01;
PRE; -5.597454e-01; 5.546376e-24; 3.000000e+00; 5.000000e+00; 1.698151e-01;
PRE; -6.050138e-01; -1.894564e-23; 3.000000e+00; 5.000000e+00; 1.486656e-01;
PRE; -6.510961e-01; 2.533622e-23; 3.000000e+00; 5.000000e+00; 1.293541e-01;
PRE; -6.979118e-01; -3.208869e-23; 3.000000e+00; 5.000000e+00; 1.118921e-01;
PRE; -7.453699e-01; 8.075496e-24; 3.000000e+00; 5.000000e+00; 9.625231e-02;
PRE; -7.933753e-01; -1.181128e-24; 3.000000e+00; 5.000000e+00; 8.237199e-02;
